#coord1    coord2    Free Energy    +/-    Probability    +/-
-2.481858    	-3.047345    3.450684    0.000000    0.001538    0.000000
-2.419026    	-3.047345    4.117454    0.000000    0.001177    0.000000
-2.356194    	-3.047345    4.773799    0.000000    0.000905    0.000000
-2.293363    	-3.047345    4.830889    0.000000    0.000884    0.000000
-2.230531    	-3.047345    5.647595    0.000000    0.000637    0.000000
-2.167699    	-3.047345    6.841173    0.000000    0.000395    0.000000
-2.104867    	-3.047345    6.860784    0.000000    0.000392    0.000000
-2.042035    	-3.047345    8.054413    0.000000    0.000243    0.000000
-1.979203    	-3.047345    8.572272    0.000000    0.000197    0.000000
-1.916372    	-3.047345    8.709884    0.000000    0.000187    0.000000
-1.853540    	-3.047345    9.303273    0.000000    0.000147    0.000000
-1.790708    	-3.047345    9.803998    0.000000    0.000120    0.000000
-1.727876    	-3.047345    10.770962    0.000000    0.000082    0.000000
-1.665044    	-3.047345    11.200998    0.000000    0.000069    0.000000
-1.602212    	-3.047345    12.018040    0.000000    0.000050    0.000000
-1.539380    	-3.047345    13.239418    0.000000    0.000030    0.000000
-1.476549    	-3.047345    13.657761    0.000000    0.000026    0.000000
-1.413717    	-3.047345    14.867165    0.000000    0.000016    0.000000
-1.350885    	-3.047345    17.324761    0.000000    0.000006    0.000000
-1.288053    	-3.047345    18.688999    0.000000    0.000003    0.000000
-1.225221    	-3.047345    21.378426    0.000000    0.000001    0.000000
-1.162389    	-3.047345    24.271402    0.000000    0.000000    0.000000
-1.099557    	-3.047345    27.563939    0.000000    0.000000    0.000000
-1.036726    	-3.047345    30.448993    0.000000    0.000000    0.000000
-0.973894    	-3.047345    34.991443    0.000000    0.000000    0.000000
-0.911062    	-3.047345    38.509082    0.000000    0.000000    0.000000
-0.848230    	-3.047345    42.623986    0.000000    0.000000    0.000000
-0.785398    	-3.047345    48.576861    0.000000    0.000000    0.000000
-0.722566    	-3.047345    53.271428    0.000000    0.000000    0.000000
-0.659734    	-3.047345    55.894526    0.000000    0.000000    0.000000
-0.596903    	-3.047345    61.776757    0.000000    0.000000    0.000000
-0.534071    	-3.047345    64.235464    0.000000    0.000000    0.000000
-0.471239    	-3.047345         inf    0.000000    0.000000    0.000000
-0.408407    	-3.047345         inf    0.000000    0.000000    0.000000
-0.345575    	-3.047345         inf    0.000000    0.000000    0.000000
-0.282743    	-3.047345    75.174815    0.000000    0.000000    0.000000
-0.219911    	-3.047345         inf    0.000000    0.000000    0.000000
-0.157080    	-3.047345         inf    0.000000    0.000000    0.000000
-0.094248    	-3.047345         inf    0.000000    0.000000    0.000000
-0.031416    	-3.047345         inf    0.000000    0.000000    0.000000
0.031416    	-3.047345         inf    0.000000    0.000000    0.000000
0.094248    	-3.047345         inf    0.000000    0.000000    0.000000
0.157080    	-3.047345         inf    0.000000    0.000000    0.000000
0.219911    	-3.047345         inf    0.000000    0.000000    0.000000
0.282743    	-3.047345    74.679756    0.000000    0.000000    0.000000
0.345575    	-3.047345    72.546955    0.000000    0.000000    0.000000
0.408407    	-3.047345    70.556065    0.000000    0.000000    0.000000
0.471239    	-3.047345    68.537744    0.000000    0.000000    0.000000
0.534071    	-3.047345    64.663761    0.000000    0.000000    0.000000
0.596903    	-3.047345    61.452218    0.000000    0.000000    0.000000
0.659734    	-3.047345    56.949147    0.000000    0.000000    0.000000
0.722566    	-3.047345    54.417308    0.000000    0.000000    0.000000
0.785398    	-3.047345    50.991801    0.000000    0.000000    0.000000
0.848230    	-3.047345    48.063813    0.000000    0.000000    0.000000
0.911062    	-3.047345    45.658800    0.000000    0.000000    0.000000
0.973894    	-3.047345    43.074363    0.000000    0.000000    0.000000
1.036726    	-3.047345    42.003609    0.000000    0.000000    0.000000
1.099557    	-3.047345    39.712361    0.000000    0.000000    0.000000
1.162389    	-3.047345    39.029352    0.000000    0.000000    0.000000
1.225221    	-3.047345    38.226255    0.000000    0.000000    0.000000
1.288053    	-3.047345    37.845290    0.000000    0.000000    0.000000
1.350885    	-3.047345    37.928087    0.000000    0.000000    0.000000
1.413717    	-3.047345    37.933055    0.000000    0.000000    0.000000
1.476549    	-3.047345    38.577192    0.000000    0.000000    0.000000
1.539380    	-3.047345    39.105927    0.000000    0.000000    0.000000
1.602212    	-3.047345    39.727920    0.000000    0.000000    0.000000
1.665044    	-3.047345    40.120414    0.000000    0.000000    0.000000
1.727876    	-3.047345    41.214337    0.000000    0.000000    0.000000
1.790708    	-3.047345    41.024116    0.000000    0.000000    0.000000
1.853540    	-3.047345    42.677763    0.000000    0.000000    0.000000
1.916372    	-3.047345    42.567722    0.000000    0.000000    0.000000
1.979203    	-3.047345    43.502258    0.000000    0.000000    0.000000
2.042035    	-3.047345    42.578717    0.000000    0.000000    0.000000
2.104867    	-3.047345    43.137912    0.000000    0.000000    0.000000
2.167699    	-3.047345    40.897917    0.000000    0.000000    0.000000
2.230531    	-3.047345    41.159446    0.000000    0.000000    0.000000
2.293363    	-3.047345    38.431578    0.000000    0.000000    0.000000
2.356194    	-3.047345    37.791500    0.000000    0.000000    0.000000
2.419026    	-3.047345    35.515459    0.000000    0.000000    0.000000
2.481858    	-3.047345    33.872661    0.000000    0.000000    0.000000
2.544690    	-3.047345    32.197215    0.000000    0.000000    0.000000
2.607522    	-3.047345    29.608711    0.000000    0.000000    0.000000
2.670354    	-3.047345    27.115829    0.000000    0.000000    0.000000
2.733186    	-3.047345    25.692165    0.000000    0.000000    0.000000
2.796017    	-3.047345    23.601179    0.000000    0.000000    0.000000
2.858849    	-3.047345    21.298309    0.000000    0.000001    0.000000
2.921681    	-3.047345    18.133871    0.000000    0.000004    0.000000
2.984513    	-3.047345    16.490919    0.000000    0.000008    0.000000
3.047345    	-3.047345    14.262284    0.000000    0.000020    0.000000
3.110177    	-3.047345    12.518875    0.000000    0.000041    0.000000
-3.110177    	-2.984513    11.292636    0.000000    0.000066    0.000000
-3.047345    	-2.984513    9.457850    0.000000    0.000138    0.000000
-2.984513    	-2.984513    8.027164    0.000000    0.000245    0.000000
-2.921681    	-2.984513    6.384879    0.000000    0.000474    0.000000
-2.858849    	-2.984513    5.378830    0.000000    0.000710    0.000000
-2.796017    	-2.984513    4.817125    0.000000    0.000889    0.000000
-2.733186    	-2.984513    3.944989    0.000000    0.001261    0.000000
-2.670354    	-2.984513    3.715802    0.000000    0.001383    0.000000
-2.607522    	-2.984513    3.262460    0.000000    0.001658    0.000000
-2.544690    	-2.984513    4.109325    0.000000    0.001181    0.000000
-2.481858    	-2.984513    4.725562    0.000000    0.000922    0.000000
-2.419026    	-2.984513    5.696048    0.000000    0.000625    0.000000
-2.356194    	-2.984513    5.312611    0.000000    0.000729    0.000000
-2.293363    	-2.984513    5.665960    0.000000    0.000633    0.000000
-2.230531    	-2.984513    6.359500    0.000000    0.000479    0.000000
-2.167699    	-2.984513    6.992658    0.000000    0.000372    0.000000
-2.104867    	-2.984513    7.435925    0.000000    0.000311    0.000000
-2.042035    	-2.984513    8.538816    0.000000    0.000200    0.000000
-1.979203    	-2.984513    9.035694    0.000000    0.000164    0.000000
-1.916372    	-2.984513    10.003748    0.000000    0.000111    0.000000
-1.853540    	-2.984513    9.675366    0.000000    0.000127    0.000000
-1.790708    	-2.984513    10.615240    0.000000    0.000087    0.000000
-1.727876    	-2.984513    11.613733    0.000000    0.000058    0.000000
-1.665044    	-2.984513    11.611775    0.000000    0.000058    0.000000
-1.602212    	-2.984513    13.035031    0.000000    0.000033    0.000000
-1.539380    	-2.984513    13.629354    0.000000    0.000026    0.000000
-1.476549    	-2.984513    14.553910    0.000000    0.000018    0.000000
-1.413717    	-2.984513    16.055384    0.000000    0.000010    0.000000
-1.350885    	-2.984513    17.970508    0.000000    0.000005    0.000000
-1.288053    	-2.984513    20.618086    0.000000    0.000002    0.000000
-1.225221    	-2.984513    22.727194    0.000000    0.000001    0.000000
-1.162389    	-2.984513    25.843811    0.000000    0.000000    0.000000
-1.099557    	-2.984513    29.063714    0.000000    0.000000    0.000000
-1.036726    	-2.984513    32.218951    0.000000    0.000000    0.000000
-0.973894    	-2.984513    36.545811    0.000000    0.000000    0.000000
-0.911062    	-2.984513    40.023617    0.000000    0.000000    0.000000
-0.848230    	-2.984513    45.417357    0.000000    0.000000    0.000000
-0.785398    	-2.984513    48.776616    0.000000    0.000000    0.000000
-0.722566    	-2.984513    56.210904    0.000000    0.000000    0.000000
-0.659734    	-2.984513    58.999818    0.000000    0.000000    0.000000
-0.596903    	-2.984513    62.085279    0.000000    0.000000    0.000000
-0.534071    	-2.984513    65.102123    0.000000    0.000000    0.000000
-0.471239    	-2.984513    69.957490    0.000000    0.000000    0.000000
-0.408407    	-2.984513         inf    0.000000    0.000000    0.000000
-0.345575    	-2.984513         inf    0.000000    0.000000    0.000000
-0.282743    	-2.984513         inf    0.000000    0.000000    0.000000
-0.219911    	-2.984513         inf    0.000000    0.000000    0.000000
-0.157080    	-2.984513         inf    0.000000    0.000000    0.000000
-0.094248    	-2.984513         inf    0.000000    0.000000    0.000000
-0.031416    	-2.984513         inf    0.000000    0.000000    0.000000
0.031416    	-2.984513         inf    0.000000    0.000000    0.000000
0.094248    	-2.984513         inf    0.000000    0.000000    0.000000
0.157080    	-2.984513         inf    0.000000    0.000000    0.000000
0.219911    	-2.984513         inf    0.000000    0.000000    0.000000
0.282743    	-2.984513    75.730072    0.000000    0.000000    0.000000
0.345575    	-2.984513    72.597354    0.000000    0.000000    0.000000
0.408407    	-2.984513    67.590818    0.000000    0.000000    0.000000
0.471239    	-2.984513    66.237293    0.000000    0.000000    0.000000
0.534071    	-2.984513    63.260959    0.000000    0.000000    0.000000
0.596903    	-2.984513    59.174549    0.000000    0.000000    0.000000
0.659734    	-2.984513    55.424263    0.000000    0.000000    0.000000
0.722566    	-2.984513    52.107019    0.000000    0.000000    0.000000
0.785398    	-2.984513    49.312875    0.000000    0.000000    0.000000
0.848230    	-2.984513    46.657795    0.000000    0.000000    0.000000
0.911062    	-2.984513    43.705382    0.000000    0.000000    0.000000
0.973894    	-2.984513    41.808423    0.000000    0.000000    0.000000
1.036726    	-2.984513    39.904663    0.000000    0.000000    0.000000
1.099557    	-2.984513    38.252713    0.000000    0.000000    0.000000
1.162389    	-2.984513    37.534671    0.000000    0.000000    0.000000
1.225221    	-2.984513    37.261913    0.000000    0.000000    0.000000
1.288053    	-2.984513    36.747174    0.000000    0.000000    0.000000
1.350885    	-2.984513    36.912334    0.000000    0.000000    0.000000
1.413717    	-2.984513    36.299790    0.000000    0.000000    0.000000
1.476549    	-2.984513    37.183346    0.000000    0.000000    0.000000
1.539380    	-2.984513    37.644962    0.000000    0.000000    0.000000
1.602212    	-2.984513    38.288343    0.000000    0.000000    0.000000
1.665044    	-2.984513    38.721747    0.000000    0.000000    0.000000
1.727876    	-2.984513    39.830808    0.000000    0.000000    0.000000
1.790708    	-2.984513    40.768986    0.000000    0.000000    0.000000
1.853540    	-2.984513    40.667723    0.000000    0.000000    0.000000
1.916372    	-2.984513    41.885943    0.000000    0.000000    0.000000
1.979203    	-2.984513    42.255994    0.000000    0.000000    0.000000
2.042035    	-2.984513    42.255229    0.000000    0.000000    0.000000
2.104867    	-2.984513    40.907797    0.000000    0.000000    0.000000
2.167699    	-2.984513    41.231043    0.000000    0.000000    0.000000
2.230531    	-2.984513    39.786049    0.000000    0.000000    0.000000
2.293363    	-2.984513    38.549648    0.000000    0.000000    0.000000
2.356194    	-2.984513    37.035978    0.000000    0.000000    0.000000
2.419026    	-2.984513    34.812338    0.000000    0.000000    0.000000
2.481858    	-2.984513    33.483840    0.000000    0.000000    0.000000
2.544690    	-2.984513    31.005347    0.000000    0.000000    0.000000
2.607522    	-2.984513    29.692863    0.000000    0.000000    0.000000
2.670354    	-2.984513    28.024057    0.000000    0.000000    0.000000
2.733186    	-2.984513    25.560449    0.000000    0.000000    0.000000
2.796017    	-2.984513    23.014668    0.000000    0.000001    0.000000
2.858849    	-2.984513    20.996031    0.000000    0.000001    0.000000
2.921681    	-2.984513    19.020624    0.000000    0.000003    0.000000
2.984513    	-2.984513    16.950120    0.000000    0.000007    0.000000
3.047345    	-2.984513    14.375494    0.000000    0.000019    0.000000
3.110177    	-2.984513    12.767859    0.000000    0.000037    0.000000
-3.110177    	-2.921681    11.464108    0.000000    0.000062    0.000000
-3.047345    	-2.921681    9.527301    0.000000    0.000135    0.000000
-2.984513    	-2.921681    9.169867    0.000000    0.000155    0.000000
-2.921681    	-2.921681    7.024574    0.000000    0.000367    0.000000
-2.858849    	-2.921681    5.864927    0.000000    0.000584    0.000000
-2.796017    	-2.921681    5.147425    0.000000    0.000779    0.000000
-2.733186    	-2.921681    4.569412    0.000000    0.000982    0.000000
-2.670354    	-2.921681    4.488434    0.000000    0.001014    0.000000
-2.607522    	-2.921681    3.996574    0.000000    0.001235    0.000000
-2.544690    	-2.921681    4.447496    0.000000    0.001031    0.000000
-2.481858    	-2.921681    4.982341    0.000000    0.000832    0.000000
-2.419026    	-2.921681    5.178248    0.000000    0.000769    0.000000
-2.356194    	-2.921681    6.216387    0.000000    0.000507    0.000000
-2.293363    	-2.921681    6.839521    0.000000    0.000395    0.000000
-2.230531    	-2.921681    7.472472    0.000000    0.000307    0.000000
-2.167699    	-2.921681    7.415805    0.000000    0.000314    0.000000
-2.104867    	-2.921681    8.116406    0.000000    0.000237    0.000000
-2.042035    	-2.921681    9.156354    0.000000    0.000156    0.000000
-1.979203    	-2.921681    9.753165    0.000000    0.000123    0.000000
-1.916372    	-2.921681    9.716648    0.000000    0.000125    0.000000
-1.853540    	-2.921681    10.770004    0.000000    0.000082    0.000000
-1.790708    	-2.921681    11.275518    0.000000    0.000067    0.000000
-1.727876    	-2.921681    11.972494    0.000000    0.000050    0.000000
-1.665044    	-2.921681    12.535255    0.000000    0.000040    0.000000
-1.602212    	-2.921681    13.693917    0.000000    0.000025    0.000000
-1.539380    	-2.921681    14.616209    0.000000    0.000017    0.000000
-1.476549    	-2.921681    16.086502    0.000000    0.000010    0.000000
-1.413717    	-2.921681    17.430951    0.000000    0.000006    0.000000
-1.350885    	-2.921681    19.081242    0.000000    0.000003    0.000000
-1.288053    	-2.921681    21.459085    0.000000    0.000001    0.000000
-1.225221    	-2.921681    24.301357    0.000000    0.000000    0.000000
-1.162389    	-2.921681    26.832754    0.000000    0.000000    0.000000
-1.099557    	-2.921681    30.252784    0.000000    0.000000    0.000000
-1.036726    	-2.921681    33.778477    0.000000    0.000000    0.000000
-0.973894    	-2.921681    37.757100    0.000000    0.000000    0.000000
-0.911062    	-2.921681    42.011701    0.000000    0.000000    0.000000
-0.848230    	-2.921681    46.978445    0.000000    0.000000    0.000000
-0.785398    	-2.921681    51.664284    0.000000    0.000000    0.000000
-0.722566    	-2.921681    55.512957    0.000000    0.000000    0.000000
-0.659734    	-2.921681    59.975061    0.000000    0.000000    0.000000
-0.596903    	-2.921681         inf    0.000000    0.000000    0.000000
-0.534071    	-2.921681    68.602441    0.000000    0.000000    0.000000
-0.471239    	-2.921681         inf    0.000000    0.000000    0.000000
-0.408407    	-2.921681         inf    0.000000    0.000000    0.000000
-0.345575    	-2.921681         inf    0.000000    0.000000    0.000000
-0.282743    	-2.921681         inf    0.000000    0.000000    0.000000
-0.219911    	-2.921681         inf    0.000000    0.000000    0.000000
-0.157080    	-2.921681         inf    0.000000    0.000000    0.000000
-0.094248    	-2.921681         inf    0.000000    0.000000    0.000000
-0.031416    	-2.921681         inf    0.000000    0.000000    0.000000
0.031416    	-2.921681         inf    0.000000    0.000000    0.000000
0.094248    	-2.921681    78.204261    0.000000    0.000000    0.000000
0.157080    	-2.921681    77.473110    0.000000    0.000000    0.000000
0.219911    	-2.921681         inf    0.000000    0.000000    0.000000
0.282743    	-2.921681    73.313300    0.000000    0.000000    0.000000
0.345575    	-2.921681    71.703261    0.000000    0.000000    0.000000
0.408407    	-2.921681    68.897767    0.000000    0.000000    0.000000
0.471239    	-2.921681    65.238911    0.000000    0.000000    0.000000
0.534071    	-2.921681    60.064715    0.000000    0.000000    0.000000
0.596903    	-2.921681    57.259185    0.000000    0.000000    0.000000
0.659734    	-2.921681    53.616491    0.000000    0.000000    0.000000
0.722566    	-2.921681    49.943293    0.000000    0.000000    0.000000
0.785398    	-2.921681    47.621432    0.000000    0.000000    0.000000
0.848230    	-2.921681    44.757157    0.000000    0.000000    0.000000
0.911062    	-2.921681    41.992046    0.000000    0.000000    0.000000
0.973894    	-2.921681    40.060767    0.000000    0.000000    0.000000
1.036726    	-2.921681    37.836845    0.000000    0.000000    0.000000
1.099557    	-2.921681    37.416058    0.000000    0.000000    0.000000
1.162389    	-2.921681    35.417600    0.000000    0.000000    0.000000
1.225221    	-2.921681    35.550159    0.000000    0.000000    0.000000
1.288053    	-2.921681    34.911597    0.000000    0.000000    0.000000
1.350885    	-2.921681    35.025685    0.000000    0.000000    0.000000
1.413717    	-2.921681    35.357911    0.000000    0.000000    0.000000
1.476549    	-2.921681    36.017102    0.000000    0.000000    0.000000
1.539380    	-2.921681    36.568163    0.000000    0.000000    0.000000
1.602212    	-2.921681    37.043884    0.000000    0.000000    0.000000
1.665044    	-2.921681    38.290143    0.000000    0.000000    0.000000
1.727876    	-2.921681    39.513147    0.000000    0.000000    0.000000
1.790708    	-2.921681    39.723068    0.000000    0.000000    0.000000
1.853540    	-2.921681    40.942330    0.000000    0.000000    0.000000
1.916372    	-2.921681    41.311825    0.000000    0.000000    0.000000
1.979203    	-2.921681    40.387421    0.000000    0.000000    0.000000
2.042035    	-2.921681    40.274727    0.000000    0.000000    0.000000
2.104867    	-2.921681    39.863589    0.000000    0.000000    0.000000
2.167699    	-2.921681    39.547240    0.000000    0.000000    0.000000
2.230531    	-2.921681    38.821422    0.000000    0.000000    0.000000
2.293363    	-2.921681    37.624679    0.000000    0.000000    0.000000
2.356194    	-2.921681    36.257924    0.000000    0.000000    0.000000
2.419026    	-2.921681    34.915257    0.000000    0.000000    0.000000
2.481858    	-2.921681    33.124456    0.000000    0.000000    0.000000
2.544690    	-2.921681    31.422535    0.000000    0.000000    0.000000
2.607522    	-2.921681    29.730122    0.000000    0.000000    0.000000
2.670354    	-2.921681    27.730504    0.000000    0.000000    0.000000
2.733186    	-2.921681    25.468980    0.000000    0.000000    0.000000
2.796017    	-2.921681    22.893132    0.000000    0.000001    0.000000
2.858849    	-2.921681    20.793908    0.000000    0.000001    0.000000
2.921681    	-2.921681    19.537983    0.000000    0.000002    0.000000
2.984513    	-2.921681    17.171515    0.000000    0.000006    0.000000
3.047345    	-2.921681    15.154520    0.000000    0.000014    0.000000
3.110177    	-2.921681    13.323803    0.000000    0.000029    0.000000
-3.110177    	-2.858849    12.037111    0.000000    0.000049    0.000000
-3.047345    	-2.858849    10.150559    0.000000    0.000105    0.000000
-2.984513    	-2.858849    8.490402    0.000000    0.000204    0.000000
-2.921681    	-2.858849    7.936116    0.000000    0.000255    0.000000
-2.858849    	-2.858849    6.354944    0.000000    0.000480    0.000000
-2.796017    	-2.858849    5.918653    0.000000    0.000572    0.000000
-2.733186    	-2.858849    5.006814    0.000000    0.000824    0.000000
-2.670354    	-2.858849    4.710762    0.000000    0.000928    0.000000
-2.607522    	-2.858849    4.761761    0.000000    0.000909    0.000000
-2.544690    	-2.858849    5.458685    0.000000    0.000687    0.000000
-2.481858    	-2.858849    4.961542    0.000000    0.000839    0.000000
-2.419026    	-2.858849    6.340328    0.000000    0.000483    0.000000
-2.356194    	-2.858849    6.798833    0.000000    0.000402    0.000000
-2.293363    	-2.858849    7.826386    0.000000    0.000266    0.000000
-2.230531    	-2.858849    7.839192    0.000000    0.000265    0.000000
-2.167699    	-2.858849    8.069821    0.000000    0.000241    0.000000
-2.104867    	-2.858849    9.047086    0.000000    0.000163    0.000000
-2.042035    	-2.858849    9.843656    0.000000    0.000119    0.000000
-1.979203    	-2.858849    9.845818    0.000000    0.000118    0.000000
-1.916372    	-2.858849    10.929135    0.000000    0.000077    0.000000
-1.853540    	-2.858849    12.469574    0.000000    0.000041    0.000000
-1.790708    	-2.858849    12.609446    0.000000    0.000039    0.000000
-1.727876    	-2.858849    12.769483    0.000000    0.000037    0.000000
-1.665044    	-2.858849    13.350377    0.000000    0.000029    0.000000
-1.602212    	-2.858849    14.806558    0.000000    0.000016    0.000000
-1.539380    	-2.858849    15.441546    0.000000    0.000013    0.000000
-1.476549    	-2.858849    17.067288    0.000000    0.000007    0.000000
-1.413717    	-2.858849    18.369186    0.000000    0.000004    0.000000
-1.350885    	-2.858849    20.421437    0.000000    0.000002    0.000000
-1.288053    	-2.858849    22.616018    0.000000    0.000001    0.000000
